sid,Id,CreatedAt,author_id,OrigTweet,mVader,mRetweets,mLikes,mReplies,mHasURL,mHasMedia,mUFollowers,mUFollowing,mUTweets,mUVader,Rumour,Type of rumour,label,rumour_type,cleaned_tweet,word_count
8868,LAWvqN1pLkB63,2021-07-17 07:21:06+00:00,LA7Z81A,New post (Manchester Arena bombing: The missed opportunities to stop the attack) has been published on Other News and some information from the UK - https://t.co/Il8ztortui https://t.co/gyqb1JwH5Q,-0.571885032070072,0,0,0,1,1,824,2159,91935,-0.571885032070072,True,,reliable,,New post Manchester Arena bombing The missed opportunities to stop the attack has been published on Other News and some information from the UK -,25
7946,K3zODza3Rlmx6,2021-09-23 07:35:57+00:00,nveMmNNZJnDQ,Manchester Arena bomb inquiry hears harrowing details of attack victims who had 'unsurvivable' injuries - Manchester Evening News https://t.co/yydzllfz0e,-0.880672176774278,0,0,0,1,0,18,0,7247,-0.7055102414843,True,,reliable,,Manchester Arena bomb inquiry hears harrowing details of attack victims who had 'unsurvivable' injuries - Manchester Evening News,18
51975,V9EDPnLMrOO8,2017-05-25 01:13:26+00:00,14PO1V,"New post: ""UK officials 'furious' over US intelligence leaks"" https://t.co/TRZF2tqOpn",-0.458831467741123,0,0,0,1,0,650,1531,929890,-0.518360092873055,True,,unrelated,,"New post ""UK officials 'furious' over US intelligence leaks""",9
45778,eDQlBz6EadpB,2017-05-29 10:54:55+00:00,YPvxmaG,"Remember which party was in charge of policing and security when you vote. Hint: it wasn't Labour or the Lib-Dems.

https://t.co/9czUptt42R",0.624893326938946,2,3,0,1,0,2252,2542,204818,0.624893326938946,True,,unrelated,,Remember which party was in charge of policing and security when you vote. Hint it wasn't Labour or the Lib-Dems.,20
40981,rOr0JRW9nO4O,2017-08-01 21:59:06+00:00,wLOp8Rr3B1Ka,"Man fires shots, kills himself at LA&amp;#8217;s Chinese consulate -  https://t.co/7pfaJROJuV fires shots, kills himself at LA&amp;#8217;s Chin...",-0.934875358261127,0,0,0,1,0,65,307,46454,-0.669866169571183,True,,unrelated,,"Man fires shots, kills himself at LA amp 8217 s Chinese consulate - fires shots, kills himself at LA amp 8217 s Chin...",23
52911,V9EnZeaA4QPJ,2017-05-24 20:11:06+00:00,jrxXjk,Found at the Scene!  @nytimes poor taste journalism. Wrong! Let UK authorities do their job first. Sick  https://t.co/evuWvfoNfO,-0.848122265505103,0,0,0,1,0,104,138,1426,-0.848122265505103,True,,unrelated,,Found at the Scene! poor taste journalism. Wrong! Let UK authorities do their job first. Sick,16
77662,LznZmbLkl6nK,2017-05-23 09:26:31+00:00,QrWQLwB,"""Every musician feels sick &amp; responsible tonight—shows should be safe for you."" https://t.co/XN1AYOEnrw",0.226347954672536,0,0,0,1,0,5907,386,43701,-0.379611244208354,True,,unrelated,,"""Every musician feels sick amp responsible tonightshows should be safe for you.""",12
63399,vlwqBo1LNr67,2017-05-23 18:49:12+00:00,k3ZkD0l,#UK ⒸⒸ↪ Manchester Arena attacker named by police as Salman Ramadan Abedi - The Guardian https://t.co/WmypaOisL3 #Mundo,-0.571885032070072,0,0,0,1,0,384,1,609666,-0.675621405751657,True,,reliable,,UK Manchester Arena attacker named by police as Salman Ramadan Abedi - The Guardian Mundo,15
3341,oRjqeob1mEvL4,2022-09-18 09:16:53+00:00,jpVOQRD,"""Her empathy was so evident - this was not an easy visit for her to do""

https://t.co/yTbsOq6Vm7",0.440433570760169,0,0,0,1,0,7630,2648,60117,-0.317818348820876,True,,unrelated,,"""Her empathy was so evident - this was not an easy visit for her to do""",16
60879,DX336vkNn8pE,2017-05-23 22:12:08+00:00,ALBjRMq,President Trump Condemns ‘Horrible Morning of Death’ in U.K. https://t.co/eYYdyMHD4h,-0.89335803114606,0,0,0,1,0,428,424,21592,-0.749350444147146,True,,unrelated,,President Trump Condemns Horrible Morning of Death in U.K.,9
41234,0EKlEjqYbY86,2017-07-18 14:53:24+00:00,3MpqzZZ,"Bomb goes off in Manchester Arena, and Mancs tell us how they're multicultural &amp; tolerant, but then there's this. ""The state of this."" https://t.co/LIXMJji2Fg",-0.273212885294474,1,0,0,1,0,1075,2001,62870,-0.273212885294474,True,,reliable,,"Bomb goes off in Manchester Arena, and Mancs tell us how they're multicultural amp tolerant, but then there's this. ""The state of this.""",23
86347,4GpAGXxnMRpE,2017-05-23 02:21:59+00:00,9L6mRwW0NV7Q,ISIS claims responsibility for #Manchester Arena #ArianaGrandeConcert attack.,-0.476657605574574,0,0,0,0,0,0,27,8,-0.476657605574574,True,,reliable,,ISIS claims responsibility for Manchester Arena ArianaGrandeConcert attack.,8
50846,dML8VRo8MmBE,2017-05-25 10:09:59+00:00,W6LRXWdxzw0w,#Unistrut staff observing 1 minutes silence for the victims of the Manchester Arena attack #TogetherWeStand https://t.co/GpPffXXw7c,-0.636949942926426,0,5,0,1,1,981,726,1216,-0.636949942926426,True,,reliable,,Unistrut staff observing 1 minutes silence for the victims of the Manchester Arena attack TogetherWeStand,15
12899,6oMObloVLRDjx,2020-11-26 10:13:03+00:00,x1bVd9qeOEd9,"Manchester Arena attack: Prisoner who was in touch with bomber Salman Abedi to be released this week
https://t.co/HMlKeIriLx Far to dangerous to be released 😡 https://t.co/935UAG2wRl",-0.865760258296458,0,1,0,1,1,1031,1770,18708,-0.0685746054720416,True,,reliable,,Manchester Arena attack Prisoner who was in touch with bomber Salman Abedi to be released this week Far to dangerous to be released,23
57758,WPnaaKeKodeA,2017-05-24 08:31:23+00:00,KQmBBqN,Salman Ramadan Abedi named by police as Manchester Arena attacker https://t.co/KFu6JWv15a All his family and community must have known !!!!,-0.571885032070072,0,1,0,1,0,162,169,8489,-0.349960956001484,Fake,The police knew the attacker,misinformation,The police knew the attacker,Salman Ramadan Abedi named by police as Manchester Arena attacker All his family and community must have known !!!!,19
33730,o9vqLaZjAGA4,2018-03-26 19:36:00+00:00,zXd7ll,"'I’ve since been told it was like being shot 22 times at point blank range. My surgeon said if it wasn’t for my strong heart I'd have died at the scene'
https://t.co/YbIfyVmRTR",0.295958174200194,35,125,5,1,0,662727,1439,362383,-0.42559874603329,True,,unrelated,,'Ive since been told it was like being shot 22 times at point blank range. My surgeon said if it wasnt for my strong heart I'd have died at the scene',31
73974,Lzn6B7peLB1G,2017-05-23 11:19:19+00:00,bZ01Nd,"#manchesterattack - The Queen says 'whole nation has been shocked' by attack - statement in full 
https://t.co/u5SJFOVjn8 https://t.co/EM1opoNGkl",-0.659727946850383,2,4,0,1,1,229657,14872,242846,-0.429477436928892,True,,reliable,,manchesterattack - The Queen says 'whole nation has been shocked' by attack - statement in full,16
51026,KP0PdJkYqWXN,2017-05-25 09:22:13+00:00,1jxVzo3,Help support the families of those killed and injured in the Manchester Arena attack. https://t.co/Vnv5BjI426,-0.709560194985489,0,0,0,1,0,2556,1960,15543,-0.685246702868451,True,,reliable,,Help support the families of those killed and injured in the Manchester Arena attack.,14
3075,ewZkvmWEjLOeX,2022-11-01 14:50:24+00:00,nOAKOVWD3zQlE,@Femi_Sorry And the Manchester Arena terrorist attack was carried out by an asylum seeker who was pulled out of the Mediterranean by rescue services.,-0.670478399654806,0,1,0,0,0,247,242,6345,-0.670478399654806,Fake,Refugee bomber,misinformation,Refugee bomber,And the Manchester Arena terrorist attack was carried out by an asylum seeker who was pulled out of the Mediterranean by rescue services.,23
64273,dM4ZjamGeOZY,2017-05-23 18:00:19+00:00,3NYb4kl,There is no gunman outside Royal Oldham Hospital #ManchesterBombing https://t.co/vqVLB1Fg5f https://t.co/0xC9UterJ1,0.0,2,0,0,1,1,135845,4155,286530,-0.426756094154488,Fake,Oldham hospital,misinformation,Oldham hospital,There is no gunman outside Royal Oldham Hospital ManchesterBombing,9
58669,ro0PKP39WQ69,2017-05-24 05:34:21+00:00,GrJGlm,"after officials in the US passed it to news reporters,apparently against the wishes ofthe police..services in the UK https://t.co/6eamct7CdC",0.401923825269382,0,0,0,1,0,286,984,14591,0.401923825269382,True,,unrelated,,"after officials in the US passed it to news reporters,apparently against the wishes ofthe police..services in the UK",18
41305,nkQmkanQx8oE,2017-07-14 06:40:32+00:00,1jxVzo3,NEWS: The funeral of the Cheshire Police officer killed in the Manchester Arena terror attack takes place today. https://t.co/ufUiirD1ZG,-0.926003339774301,1,0,0,1,1,2556,1960,15543,-0.685246702868451,True,,reliable,,NEWS The funeral of the Cheshire Police officer killed in the Manchester Arena terror attack takes place today.,18
52030,DX9WMZD199Wz,2017-05-25 00:37:41+00:00,MornnRN,"""We don't operate in fear."" - @NICKIMINAJ yasssssss mama tell 'em!
Tighten up the security though 👌🏻

https://t.co/usC1EE8M2B",-0.20228869496967,0,0,0,1,0,57,66,4546,-0.20228869496967,True,,unrelated,,"""We don't operate in fear."" - yasssssss mama tell 'em! Tighten up the security though",15
67689,wZ7VJADZdj9P,2017-05-23 15:13:11+00:00,4Y1JKvr,"Sky News recoge reacciones estrellas industria del entretenimiento, de Nicki Minaj a Taylor Swift, Cher o Katy Perry https://t.co/mA0i0Y9WcJ",0.202288694969669,0,0,0,1,0,6596,4717,84024,0.202288694969669,True,,unrelated,,"Sky Newsrecogereaccionesestrellas industria del entretenimiento, deNicki MinajaTaylor Swift,CheroKaty Perry",9
3313,zR089A1M3O0pz,2022-09-22 12:49:51+00:00,NWvNW891P4B9z,"@thebritishhindu @thebritishhindu a doc by @declassifieduk ""Blowback""- how #UK intel agencies trained ME terrorists to topple Gaffai, given asylum in UK, performed the Manchester Arena #IslamicTerror attack. Connection to attacks against #Hindus? #UK agencies complicit? https://t.co/zzyxvoJNPk",-0.89790121155528,0,0,0,1,0,3,0,275,-0.875950884611682,Fake,Refugee bomber,misinformation,Refugee bomber,"a doc by ""Blowback""- how UK intel agencies trained ME terrorists to topple Gaffai, given asylum in UK, performed the Manchester Arena IslamicTerror attack. Connection to attacks against Hindus? UK agencies complicit?",32
41137,0EGpY0M7WMZY,2017-07-24 19:54:58+00:00,VZDJ6vQDrVvq,"Shocked to hear of the passing of Ratna Lachman.  An amazing advocate, inspirational individual. RIP https://t.co/VGPlHtAqvV",0.700349291735761,0,0,0,1,0,1721,5001,33559,0.700349291735761,True,,unrelated,,"Shocked to hear of the passing of Ratna Lachman. An amazing advocate, inspirational individual. RIP",15
43090,wQDdxKqDD0EY,2017-06-11 16:22:37+00:00,6rmqEx,"#Whathappenedto #ChrisParker,#homeless hero helped injured children @ the #Manchester #Arena #attack? https://t.co/SufPLElr1w @MENNewsdesk",0.226347954672536,0,1,0,1,0,1055,2012,9907,0.226347954672536,True,,reliable,,"Whathappenedto ChrisParker,homeless hero helped injured children the Manchester Arena attack?",10
23112,Xw8BaWjqxebm,2019-05-04 15:30:07+00:00,eXMXko,Rob King performs on tonight's show #BGT https://t.co/aQtzRZBuJw,-0.557370401713154,1,3,0,1,0,63570,6312,243226,-0.33593706697885,True,,unrelated,,Rob King performs on tonight's show BGT,7
29038,wrQpZ74m7KOP,2018-05-22 12:51:07+00:00,pwzOwjX,"A radiographer remembers, one year on. https://t.co/zYwTWetdpd",0.0,0,0,0,1,0,238,323,1800,0.0,True,,unrelated,,"A radiographer remembers, one year on.",6
858,xde79BZQea1kL,2023-03-02 18:08:04+00:00,0WWPaNYPXRpMY,"MI5 failed us, the Gov has failed us re illegal immigrants…we, Joe Public, young and old, are expendable…
MI5 missed ‘significant opportunity’ to prevent Manchester Arena bombing https://t.co/XbcqjNZ7jk",-0.827129996023704,0,0,0,1,0,1406,1609,21424,-0.827129996023704,Fake,Refugee bomber,misinformation,Refugee bomber,"MI5 failed us, the Gov has failed us re illegal immigrantswe, Joe Public, young and old, are expendable MI5 missed significant opportunity to prevent Manchester Arena bombing",27
83088,n7D4wV9GW3nQ,2017-05-23 06:28:31+00:00,jnYGWMq,"Children among the 22 killed in Manchester Arena attack, gmpolice chief constable Ian Hopkins says 

https://t.co/ZmCIUeznTB",-0.822462893624465,0,0,0,1,0,222,747,441474,-0.707533260708976,True,,reliable,,"Children among the 22 killed in Manchester Arena attack, gmpolice chief constable Ian Hopkins says",15
13132,WBjP6RqjKkMVx,2020-11-07 10:41:02+00:00,mOPWPW,Can the father of suicide bomber Salman Abedi be returned from Turkey? Why is another suspect believed to be in the UK but not under arrest? https://t.co/dN08kjfwIm via @TheNationalNews,-0.844214852227165,0,0,0,1,0,3422,898,23161,-0.70079262697016,True,,reliable,,Can the father of suicide bomber Salman Abedi be returned from Turkey? Why is another suspect believed to be in the UK but not under arrest? via,27
34052,qZn3QXG6JP9o,2018-03-08 22:55:04+00:00,GPQZwK,Both brilliant and emotional to be back at Manchester Arena for the first time since the attack on @ArianaGrande fans - glad to be back - to see @Palomafaith   #OneLoveManchester https://t.co/KIyVRDoJi7,0.7649686210234,1,11,0,1,1,762,348,1023,0.7649686210234,True,,reliable,,Both brilliant and emotional to be back at Manchester Arena for the first time since the attack on fans - glad to be back - to see OneLoveManchester,28
69752,DX313wJ7voNA,2017-05-23 13:40:29+00:00,dKGXzz73YRBE,"It is only right, hopefully enough police there to put a lot of minds at ease  https://t.co/oYndFFq8MQ",0.636949942926426,0,0,0,1,0,2600,2457,37996,0.636949942926426,True,,unrelated,,"It is only right, hopefully enough police there to put a lot of minds at ease",16
6447,vpErXa07PVE67,2021-12-31 19:01:14+00:00,3w0Mwbl,@VioletNeill1 So small and beautiful and so vital to global survival. Think I will do more especially with coming from Manchester and adopting the Bee after Manchester Arena terrorist attack.,-0.401923825269382,0,1,1,0,0,70216,61048,8293,-0.401923825269382,True,,reliable,,So small and beautiful and so vital to global survival. Think I will do more especially with coming from Manchester and adopting the Bee after Manchester Arena terrorist attack.,29
46015,6WO40Onlam3r,2017-05-29 07:02:55+00:00,ArxBDL,https://t.co/9L4JDA51Bw @LBC #LBC @NickFerrariLBC any thoughts on this?,0.0,0,0,0,1,0,466,987,22338,0.0,True,,unrelated,,LBC any thoughts on this?,5
51015,ro0o0KEjJPBM,2017-05-25 09:26:24+00:00,6q180b,More EXPRESS on last link. ‘You can die’ Turkey's Erdogan backers say ‘dangerous’ UK… https://t.co/RXrpL0lMD8 https://t.co/2igiLBmnMm https://t.co/TtVTwEtr2E,-0.790569415042095,0,0,0,1,1,22352,23369,522034,-0.496037490989737,True,,unrelated,,More EXPRESS on last link. You can die Turkey's Erdogan backers say dangerous UK,14
78,ewk4KPEBxLaPW,2023-03-12 18:12:24+00:00,vpEoddP9R04J1,@QaysSediqi 22 Children blown up by a bomb made and detonated by a migrant “rescued”from the channel. Hundreds more left with life changing injuries. Manchester Arena. Never forget. Never forgive. Their blood on your hands.,-0.551362910418957,3,13,0,0,0,1608,1760,21559,-0.201189512727673,Fake,Refugee bomber,misinformation,Refugee bomber,22 Children blown up by a bomb made and detonated by a migrant rescuedfrom the channel. Hundreds more left with life changing injuries. Manchester Arena. Never forget. Never forgive. Their blood on your hands.,34
64449,a3ZWxnDp1ke4,2017-05-23 17:49:06+00:00,OnzNdL,"Trump: ""Civilized nations must join together to protect human life &amp; sacred right of our citizens to live in safety"" https://t.co/vA9JxwZWMY",0.7649686210234,8,25,4,1,0,3463320,3762,485438,0.323191588898985,True,,unrelated,,"Trump ""Civilized nations must join together to protect human life amp sacred right of our citizens to live in safety""",20
16826,WBeY63q4za70Q,2020-05-22 14:07:50+00:00,P6LK9GdzQX67,Isn't it ironic that the Islamic terrorist Salman Abedi who detonated the Manchester Arena bomb was picked up by the Royal Navy and brought to these shores and given asylum. Let's hope history does not repeat itself. R. I. P. all those murdered on that awful night. God bless.,-0.875,52,85,5,0,0,1836,3865,6769,-0.777911263512505,Fake,Refugee bomber,misinformation,Refugee bomber,Isn't it ironic that the Islamic terrorist Salman Abedi who detonated the Manchester Arena bomb was picked up by the Royal Navy and brought to these shores and given asylum. Let's hope history does not repeat itself. R. I. P. all those murdered on that awful night. God bless.,49
42944,OBQ7dzE7WvqM,2017-06-13 03:32:45+00:00,YBn7xNA6qOVp,Blink or you'll miss it! https://t.co/2qLB8ku44P,-0.153093108923949,0,1,0,1,0,6406,217,6538,-0.153093108923949,True,,unrelated,,Blink or you'll miss it!,5
22738,OMKJmLM8anwJ,2019-05-21 22:00:01+00:00,rlqlPRD0MDQG,"blackpink changed their lyrics “blow up” to “glow up” in whistle in order to be mindful of the sensitive atmosphere at manchester arena after the attack and i think that it was a beautiful thing to consider, my fellow blinks, we have the best girls #BLACKPINKinMANCHESTER",0.7184212081071,5,9,0,0,0,1223,125,17297,0.7184212081071,True,,reliable,,"blackpink changed their lyrics blow up to glow up in whistle in order to be mindful of the sensitive atmosphere at manchester arena after the attack and i think that it was a beautiful thing to consider, my fellow blinks, we have the best girls BLACKPINKinMANCHESTER",46
80940,YrLOpr7BP93G,2017-05-23 07:44:40+00:00,lABJajX,Town council DENY reports of gunman outside Royal Oldham hospital after Manchester blast https://t.co/KTDBI35Lfb,-0.339950051825042,0,0,0,1,0,155,313,25784,-0.339950051825042,Fake,Oldham hospital,misinformation,Oldham hospital,Town council DENY reports of gunman outside Royal Oldham hospital after Manchester blast,13
9011,4z0ozQvPX7mYQ,2021-07-06 15:28:58+00:00,rOvmRJObr87Q,Ffs lot of dodgy old bill lately. https://t.co/J9aJeoU05D,-0.690774742992202,0,1,0,1,0,2196,2495,102042,-0.71690624921357,True,,unrelated,,Ffs lot of dodgy old bill lately.,7
62963,WPJRb7n0vlqx,2017-05-23 19:19:13+00:00,LB89Z3,Suggest we afford him the respect he deserves and just refer to him as 'some fucking no-mark prick' from here on https://t.co/nF0wn2P3Uq,0.108230048515473,1,5,0,1,0,1004,2177,7132,0.108230048515473,True,,unrelated,,Suggest we afford him the respect he deserves and just refer to him as 'some fucking no-mark prick' from here on,21
8745,LAWpnROBmpjAQ,2021-07-25 02:46:20+00:00,Aw9xVE,"The lost two hours - inside the problematic first response to the Manchester Arena bombing 

https://t.co/Oo4D7rOAGF",-0.636949942926426,0,2,0,1,0,10077,2296,70029,-0.609401321564709,True,,reliable,,The lost two hours - inside the problematic first response to the Manchester Arena bombing,15
14632,V3PWVRbxpdYr7,2020-09-13 07:05:28+00:00,3z6DAM,"The fact is if no Muslims had been allowed into the country and hundreds of mosque built none of this this would have happened. Look no further than the 3.000 odd people who have served as MPs since 1950 that's where the dogma and blame lies

https://t.co/yLUYSdgz9T",-0.571885032070072,0,0,0,1,0,575,615,28174,-0.571885032070072,True,,unrelated,,The fact is if no Muslims had been allowed into the country and hundreds of mosque built none of this this would have happened. Look no further than the 3.000 odd people who have served as MPs since 1950 that's where the dogma and blame lies,46
62822,vlw0WRLq4rav,2017-05-23 19:31:35+00:00,aJKzJRzDQzDr,"I am sure there will be lots of questions over the next few days as events continue to unfold. 
https://t.co/9Tj2YyWkkc",0.318210996771242,0,0,0,1,0,84,116,1478,0.318210996771242,True,,unrelated,,I am sure there will be lots of questions over the next few days as events continue to unfold.,19
67898,pRBV9EZdAbaq,2017-05-23 15:03:40+00:00,9E84Bk8,@AgendaOfEvil 4 hours notice https://t.co/uYCbtl0vDR Our police let it happen.,0.0,10,2,1,1,0,262,772,2825,-0.197817590691055,True,,unrelated,,4 hours notice Our police let it happen.,8
19501,nOMaYq7VmGz4J,2019-12-18 13:11:43+00:00,mR6m1ex,"""The headteacher, Kate Parker-Randall, said: “Firstly I would like to apologise for any upset that this piece of work... https://t.co/WVDzu7uvPe",0.361157559257308,0,0,0,1,0,4090,2125,31136,0.361157559257308,True,,unrelated,,"""The headteacher, Kate Parker-Randall, said Firstly I would like to apologise for any upset that this piece of work...",19
3123,LABjKe1kx3epJ,2022-10-31 14:01:50+00:00,V3OWvBqpOVdvk,"@adilray How many like this are among them? You don't know, do you? One is too many. https://t.co/a5GrzSHjeA",0.361157559257308,0,0,0,1,0,266,265,7863,0.106812466838395,True,,unrelated,,"How many like this are among them? You don't know, do you? One is too many.",16
64062,3GLnnvkzoVod,2017-05-23 18:13:23+00:00,1PWv8L3,"Of course they did, they just wanted to warn the world, what's the problem?

https://t.co/1aXPvwSJq5",-0.476657605574574,0,0,0,1,0,306,2174,34200,-0.476657605574574,True,,unrelated,,"Of course they did, they just wanted to warn the world, what's the problem?",14
49711,dMLLObVL86zG,2017-05-25 16:48:08+00:00,rLK4Q8ORQrPm,LIVE: Hospitals on alert for possible new attack - ok but how are we for hashtags and candles #refugeeswelcome  https://t.co/wXApiKHuQL,0.0772283284276542,2,1,0,1,0,2618,1290,37406,-0.404269148423496,Fake,Refugee bomber,misinformation,Refugee bomber,LIVE Hospitals on alert for possible new attack - ok but how are we for hashtags and candles refugeeswelcome,19
41784,4baoZL04M98Y,2017-07-07 09:50:08+00:00,rovd6kYO668O,Pro-Isis Telegram channel urging supporters to replicate https://t.co/3eduaUPl8d #sport #news #football #tennis #basket #live #stream,0.273212885294474,0,0,0,1,0,42,58,65018,-0.102069600430911,True,,unrelated,,Pro-Isis Telegram channel urging supporters to replicate sport news football tennis basket live stream,14
44215,0EWOrK8wkldO,2017-06-04 00:26:29+00:00,7v9RGv,Last week hundreds of Muslims.  marched to Manchester Arena &amp; prayed for the victims of the terrorist attack there. https://t.co/t8f10PLF2n,-0.872021592554982,0,0,0,1,0,1967,5004,12743,-0.872021592554982,True,,reliable,,Last week hundreds of Muslims. marched to Manchester Arena amp prayed for the victims of the terrorist attack there.,19
19356,6o4aG19J9QNQD,2020-01-17 10:33:10+00:00,8P0pj4l,"Backlash after Eminem raps about Manchester Arena attack

https://t.co/kYOz8a9KXx

Sent via @updayUK",-0.476657605574574,0,0,0,1,0,3138,2892,221219,-0.465615750528806,True,,reliable,,Backlash after Eminem raps about Manchester Arena attack Sent via,10
48714,V9m6Q1an0L1m,2017-05-26 11:23:05+00:00,1PZp9px,WHEN IS THE WORLD GOING TO WAKE THE HELL UP! https://t.co/BhaaFTjEYQ,-0.68082252702501,0,0,0,1,0,3330,795,67245,-0.225558669348161,True,,unrelated,,WHEN IS THE WORLD GOING TO WAKE THE HELL UP!,10
34164,o9l7Mn94O1lj,2018-02-28 06:45:45+00:00,9EWnPop,How Manchester will mark the first anniversary of the Arena attack - Council bosses have announced events that will give people the chance to come together in remembrance and solidarity once again https://t.co/1KoeCptMmA,0.0258112866459833,0,0,0,1,0,2643,3294,18992,-0.527143151736133,True,,reliable,,How Manchester will mark the first anniversary of the Arena attack - Council bosses have announced events that will give people the chance to come together in remembrance and solidarity once again,32
3759,wpvNQPoMkGOqP,2022-06-20 18:50:39+00:00,d9mknz,Poem for Manchester Arena bomb survivor after he completes Kilimanjaro challenge https://t.co/RdFUtP1rrk,-0.102733099387503,0,0,0,1,0,1508,5007,338310,-0.498166994098543,True,,reliable,,Poem for Manchester Arena bomb survivor after he completes Kilimanjaro challenge,11
85703,XZdEeOv4d6q1,2017-05-23 03:24:48+00:00,e6aMz6X,This song is on repeat tonight. Praying for all of those involved in the Manchester arena attack tonight.😓 xx https://t.co/rGVJeP8tQj,-0.153093108923949,0,0,0,1,0,134,616,795,-0.153093108923949,True,,reliable,,This song is on repeat tonight. Praying for all of those involved in the Manchester arena attack tonight. xx,19
50184,DX97DNXdZvOn,2017-05-25 13:38:08+00:00,Vdk6XxWvXVlk,First Israel now U.K.. Trump putting US security at risk https://t.co/fdOGldenEG,0.0772283284276542,0,1,0,1,0,3905,976,12844,0.0772283284276542,True,,unrelated,,First Israel now U.K.. Trump putting US security at risk,10
12496,QrPPblRB1OAP7,2020-12-07 19:12:47+00:00,4qWRlQ,"Disgusting that he had to drag this out for so long. It’s not much but hopefully those families can get some justice.

 Hashem Abedi admits involvement in 2017 Manchester Arena attack  https://t.co/BbhgmWBDDk",-0.0258112866459834,0,0,0,1,0,260,397,24961,-0.0258112866459834,True,,reliable,,Disgusting that he had to drag this out for so long. Its not much but hopefully those families can get some justice. Hashem Abedi admits involvement in 2017 Manchester Arena attack,31
80483,ronJmkravNnQ,2017-05-23 08:03:45+00:00,XANjXMW,So many are still missing! Young people. https://t.co/3iOYHy6nBa,-0.295958174200194,0,0,0,1,0,501,1802,30155,-0.294902658666389,True,,unrelated,,So many are still missing! Young people.,7
76247,dM40PW30klAJ,2017-05-23 10:07:25+00:00,Y0rnkA,British Prime Minister Theresa May speaking now on attack at Manchester Arena - LIVE on @boston25 https://t.co/akbk1JImAS,-0.476657605574574,0,0,0,1,1,7484,7220,19771,-0.671208931935516,True,,reliable,,British Prime Minister Theresa May speaking now on attack at Manchester Arena - LIVE on,15
55273,a3Aa9wEqe9LD,2017-05-24 14:18:21+00:00,6o8beMb,I've been saying this for years. Time we addressed the elephant in the room. https://t.co/lRnPSCw2MP,0.0,0,0,0,1,0,866,1001,36332,0.0,True,,unrelated,,I've been saying this for years. Time we addressed the elephant in the room.,14
43542,nkpKpPddlEoE,2017-06-07 12:04:35+00:00,L6rXbVQ,This is wonderful ☺✨ well done @WWENXT #wwe #wrestling #britishwrestling #wwenxt https://t.co/bBiK62GtSv,0.700349291735761,3,5,0,1,0,1711,4395,553,0.700349291735761,True,,unrelated,,This is wonderful well done wwe wrestling britishwrestling wwenxt,9
53162,0GnOmDqrqvPw,2017-05-24 19:25:27+00:00,3KQP3WnOEvj0,"#PrayForManchester #WeStandTogetherManchester #Share

#Manchester Arena #bomb maker at large and could strike again https://t.co/RMArd9JjV0",-0.128036879932896,17,1,0,1,0,197852,161021,325880,-0.47129876565897,True,,reliable,,PrayForManchester WeStandTogetherManchester Share Manchester Arena bomb maker at large and could strike again,13
19116,3NNNP1mw84pLl,2020-02-04 06:30:00+00:00,1DlpNO,"The prosecution's due to open its case later in the trial of the brother of the Manchester Arena bomber.

Hashem Abedi will appear before a jury at the Old Bailey in London - he denies all the charges against him.

Four people from #Lancashire were killed in the 2017 attack. https://t.co/lnXEYSSYgi",-0.927373924809498,0,0,0,1,1,6807,1155,37110,-0.620854325556634,True,,reliable,,The prosecution's due to open its case later in the trial of the brother of the Manchester Arena bomber. Hashem Abedi will appear before a jury at the Old Bailey in London - he denies all the charges against him. Four people from Lancashire were killed in the 2017 attack.,50
36525,eqoNMGlQXGjr,2017-12-05 23:05:52+00:00,D6rzYdA,Someone has serious questions to answer if this is correct  https://t.co/IpA0KXL6Gy,-0.0772283284276542,0,0,0,1,0,574,1970,4902,-0.0772283284276542,True,,unrelated,,Someone has serious questions to answer if this is correct,10
25858,3L4MPdEmYjMZ,2018-10-09 11:53:20+00:00,eVDKQXp7ja1O,Manchester Arena attack: Survivors still seeking psychological help - https://t.co/yVXY3B4Fo7,0.273212885294474,0,0,0,1,0,589,4039,3425,0.273212885294474,True,,reliable,,Manchester Arena attack Survivors still seeking psychological help -,9
42714,lMx9A9mvaBK0,2017-06-18 17:17:41+00:00,lRnqb1E,https://t.co/FFks7CotLz https://t.co/AkQuE98Pem https://t.co/cwhg2aWRM0 https://t.co/l3BsM1ilnc it's just not quirky anymore,0.0,0,0,0,1,0,2495,692,10743,0.0,True,,unrelated,,it's just not quirky anymore,5
32484,14mQBQrnB1xG,2018-04-16 13:30:21+00:00,KQokEKO,Weatherfield's new 'urban garden' includes a touching on-set memorial - https://t.co/szrQyVBqX3 https://t.co/dPTAk7OhSO,0.0,1,3,0,1,1,107070,3689,112234,-0.319662132718462,True,,unrelated,,Weatherfield's new 'urban garden' includes a touching on-set memorial -,10
19961,A90PQvrmq9bL,2019-10-24 14:09:48+00:00,WPMvRqWVLjXQ,"The inquests into the deaths of the twenty-two people killed in the 2017 Manchester Arena attack will now become a public inquiry. 
https://t.co/oCJARq6LOH via @juriosity",-0.909989136872722,0,0,0,1,0,885,734,2713,-0.909989136872722,True,,reliable,,The inquests into the deaths of the twenty-two people killed in the 2017 Manchester Arena attack will now become a public inquiry. via,23
